noisePercent,toolA,toolB,pair,cancerType,sampleCount,flattenedRawExposurePearson,perSampleRawExposurePearsonMean,perSampleRawExposurePearsonSd,perSampleRawExposurePearsonMedian,perSampleRawExposurePearsonQ1,perSampleRawExposurePearsonQ3,perSampleRawExposurePearsonMin,perSampleRawExposurePearsonMax,activeJaccardMean,activeJaccardSd,activeJaccardMedian,activeJaccardQ1,activeJaccardQ3,activeJaccardMin,activeJaccardMax
10,deconstructSigs,sigminer,deconstructSigs vs sigminer,SP.Syn.Stomach-AdenoCA,300,0.990809,0.988618,0.025095,0.996797,0.990033,0.999242,0.781167,0.999967,0.648733,0.182952,0.666667,0.532353,0.785714,0.142857,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Bladder-TCC,300,0.920538,0.905858,0.118253,0.956074,0.852584,0.996044,0.394901,0.999981,0.367383,0.191186,0.307692,0.234163,0.444444,0.083333,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Bone-Osteosarc,300,0.974564,0.970659,0.06372,0.991417,0.97724,0.997017,0.430544,0.999764,0.391886,0.191695,0.375,0.230769,0.5,0.066667,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Breast-AdenoCA,300,0.954664,0.941635,0.091668,0.987925,0.917187,0.99607,0.533058,0.99997,0.416091,0.179766,0.375,0.285714,0.5,0.083333,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Cervix-AdenoCA,300,0.990471,0.991166,0.033046,0.99664,0.994131,0.998034,0.558015,0.999638,0.35612,0.132813,0.333333,0.285714,0.4,0.071429,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Eso-AdenoCA,300,0.953188,0.94779,0.076702,0.975985,0.932685,0.994455,0.491497,0.999793,0.447059,0.166765,0.428571,0.307692,0.555556,0.125,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Kidney-RCC,300,0.992039,0.992738,0.009385,0.996094,0.991585,0.997732,0.937021,1,0.33534,0.176367,0.333333,0.210714,0.428571,0.066667,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Lung-SCC,300,0.957301,0.953653,0.069294,0.978763,0.946871,0.995144,0.433215,0.999515,0.320696,0.120422,0.285714,0.234163,0.363636,0.0625,0.8
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Ovary-AdenoCA,300,0.976918,0.977752,0.039018,0.99251,0.976326,0.997052,0.739229,0.999956,0.459228,0.181895,0.444444,0.333333,0.571429,0.083333,1
10,deconstructSigs,SigProfilerAssignment,deconstructSigs vs SigProfilerAssignment,SP.Syn.Stomach-AdenoCA,300,0.971207,0.964781,0.063326,0.99075,0.957451,0.997541,0.567044,0.999982,0.395019,0.184324,0.363636,0.272727,0.5,0.071429,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Bladder-TCC,300,0.932435,0.920212,0.099141,0.968292,0.868035,0.996555,0.414443,0.999981,0.39344,0.198562,0.333333,0.25,0.5,0.111111,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Bone-Osteosarc,300,0.986892,0.983713,0.029117,0.994329,0.984818,0.997793,0.772089,0.999862,0.446856,0.192054,0.428571,0.3,0.571429,0.076923,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Breast-AdenoCA,300,0.95879,0.946255,0.086496,0.990216,0.922152,0.997073,0.532883,0.999921,0.457697,0.183121,0.428571,0.3125,0.571429,0.083333,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Cervix-AdenoCA,300,0.99123,0.991948,0.024249,0.996717,0.994119,0.998076,0.681189,0.999639,0.361035,0.136253,0.333333,0.285714,0.4,0.142857,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Eso-AdenoCA,300,0.969646,0.964624,0.04837,0.982142,0.954471,0.996269,0.648931,0.999844,0.499346,0.174615,0.5,0.375,0.6,0.133333,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Kidney-RCC,300,0.993255,0.993918,0.008145,0.99663,0.993423,0.998315,0.942892,1,0.34824,0.166621,0.333333,0.222222,0.428571,0.066667,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Lung-SCC,300,0.958295,0.954768,0.06896,0.979255,0.947535,0.995585,0.432282,0.999517,0.34762,0.125934,0.3125,0.266667,0.4,0.125,0.8
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Ovary-AdenoCA,300,0.988221,0.987225,0.025749,0.994844,0.986694,0.997869,0.738846,0.999957,0.509788,0.179426,0.5,0.4,0.625,0.111111,1
10,deconstructSigs,MuSiCal,deconstructSigs vs MuSiCal,SP.Syn.Stomach-AdenoCA,300,0.979415,0.974415,0.0482,0.99273,0.972206,0.998087,0.601986,0.999969,0.469594,0.173907,0.454545,0.333333,0.571429,0.111111,1
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Bladder-TCC,300,0.955616,0.953885,0.061689,0.977651,0.948646,0.991333,0.57872,0.999849,0.367454,0.125784,0.363636,0.285714,0.444444,0.071429,1
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Bone-Osteosarc,300,0.974213,0.971794,0.051338,0.989709,0.972639,0.995682,0.564311,0.99962,0.381714,0.152503,0.363636,0.272727,0.444444,0.090909,1
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Breast-AdenoCA,300,0.958632,0.955132,0.071671,0.980468,0.950434,0.990386,0.401431,0.999068,0.363984,0.118193,0.333333,0.285714,0.444444,0.117647,0.833333
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Cervix-AdenoCA,300,0.952318,0.950185,0.107149,0.989441,0.967042,0.994548,0.277345,0.999348,0.228247,0.085339,0.222222,0.166667,0.285714,0.05,0.666667
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Eso-AdenoCA,300,0.957914,0.957158,0.056637,0.97659,0.944511,0.990962,0.584473,0.999846,0.441716,0.147152,0.416667,0.333333,0.5,0.153846,0.833333
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Kidney-RCC,300,0.987784,0.987901,0.017437,0.992981,0.986326,0.996388,0.834457,0.999711,0.309865,0.109326,0.3,0.222222,0.375,0.125,0.75
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Lung-SCC,300,0.979153,0.980826,0.022423,0.987348,0.976169,0.993946,0.792077,0.999295,0.348045,0.115225,0.333333,0.271212,0.4,0.125,0.8
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Ovary-AdenoCA,300,0.967392,0.967821,0.052474,0.986487,0.966848,0.99272,0.521636,0.999642,0.390264,0.142409,0.375,0.3,0.444444,0.125,1
10,sigminer,SigProfilerAssignment,sigminer vs SigProfilerAssignment,SP.Syn.Stomach-AdenoCA,300,0.971869,0.970955,0.045786,0.986273,0.969013,0.995845,0.593471,0.999914,0.361959,0.161913,0.333333,0.25,0.444444,0.058824,1
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Bladder-TCC,300,0.964905,0.963197,0.054542,0.983387,0.956546,0.992618,0.578775,0.999934,0.409817,0.149056,0.4,0.307692,0.5,0.133333,1
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Bone-Osteosarc,300,0.986953,0.98521,0.029885,0.993949,0.983686,0.997126,0.642818,0.999746,0.447622,0.154678,0.428571,0.333333,0.5,0.142857,1
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Breast-AdenoCA,300,0.964747,0.961863,0.068126,0.983077,0.9587,0.992656,0.401738,0.999429,0.419495,0.132267,0.416667,0.333333,0.5,0.117647,1
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Cervix-AdenoCA,300,0.954203,0.952836,0.102434,0.989688,0.966998,0.994554,0.277442,0.999346,0.232536,0.089068,0.222222,0.166667,0.285714,0.05,0.666667
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Eso-AdenoCA,300,0.975352,0.974982,0.028105,0.98366,0.964173,0.994259,0.815734,0.999974,0.515811,0.156817,0.5,0.4,0.625,0.2,1
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Kidney-RCC,300,0.989322,0.989296,0.017036,0.993968,0.988596,0.997745,0.834435,0.999711,0.331902,0.11212,0.333333,0.25,0.4,0.133333,0.75
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Lung-SCC,300,0.980883,0.982417,0.019876,0.988278,0.977333,0.994213,0.79208,0.999295,0.37336,0.104515,0.363636,0.3,0.444444,0.181818,0.8
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Ovary-AdenoCA,300,0.981437,0.980014,0.036999,0.98928,0.977812,0.99465,0.522181,0.999864,0.444181,0.145837,0.416667,0.333333,0.5,0.125,1
10,sigminer,MuSiCal,sigminer vs MuSiCal,SP.Syn.Stomach-AdenoCA,300,0.98032,0.979989,0.034843,0.990368,0.977542,0.996674,0.630423,0.999999,0.464117,0.178211,0.444444,0.333333,0.571429,0.117647,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Bladder-TCC,300,0.988385,0.98798,0.031146,1,0.999213,1,0.785475,1,0.8905,0.211145,1,0.8,1,0.125,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Bone-Osteosarc,300,0.985677,0.985149,0.038441,0.999446,0.991262,1,0.645069,1,0.806004,0.205831,0.8,0.666667,1,0.2,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Breast-AdenoCA,300,0.992688,0.991776,0.030597,1,0.99711,1,0.648177,1,0.866883,0.193116,1,0.8,1,0.166667,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Cervix-AdenoCA,300,0.997865,0.996876,0.038,1,1,1,0.529677,1,0.989537,0.08264,1,1,1,0.083333,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Eso-AdenoCA,300,0.982253,0.981759,0.036597,0.999206,0.981301,1,0.750236,1,0.835312,0.181831,0.833333,0.75,1,0.153846,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Kidney-RCC,300,0.997387,0.998012,0.006419,1,0.999219,1,0.935737,1,0.880317,0.184512,1,0.75,1,0.25,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Lung-SCC,300,0.998719,0.998858,0.005731,0.999994,0.999945,1,0.949579,1,0.925667,0.156551,1,1,1,0.4,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Ovary-AdenoCA,300,0.985364,0.987248,0.034863,1,0.995621,1,0.755074,1,0.86145,0.180802,1,0.75,1,0.285714,1
10,SigProfilerAssignment,MuSiCal,SigProfilerAssignment vs MuSiCal,SP.Syn.Stomach-AdenoCA,300,0.989955,0.98886,0.026555,0.998396,0.991645,0.999975,0.775403,1,0.735214,0.223797,0.75,0.6,1,0.111111,1
