noisePercent,tool,toolLabel,cancerType,sampleCount,rawExposureCosineMean,rawExposureCosineSd,rawExposureCosineMedian,rawExposureCosineQ1,rawExposureCosineQ3,rawExposureCosineMin,rawExposureCosineMax,precisionMean,precisionSd,precisionMedian,precisionQ1,precisionQ3,precisionMin,precisionMax,recallMean,recallSd,recallMedian,recallQ1,recallQ3,recallMin,recallMax,f1Mean,f1Sd,f1Median,f1Q1,f1Q3,f1Min,f1Max,pooledTruePositiveCount,pooledFalsePositiveCount,pooledFalseNegativeCount,pooledPrecision,pooledRecall,pooledF1
10,sigminer,sigminer,SP.Syn.Breast-AdenoCA,300,0.95853,0.068687,0.979883,0.954699,0.99156,0.379539,0.998894,0.406654,0.120826,0.4,0.3125,0.461538,0.125,0.833333,0.902429,0.137278,1,0.8,1,0.4,1,0.549592,0.118643,0.550505,0.470588,0.625,0.210526,0.909091,1284,2030,146,0.387447,0.897902,0.541315
10,sigminer,sigminer,SP.Syn.Cervix-AdenoCA,300,0.94657,0.111635,0.988939,0.962996,0.994317,0.301005,0.999439,0.227858,0.084448,0.222222,0.166667,0.285714,0.052632,0.666667,0.99,0.070117,1,1,1,0.5,1,0.363763,0.106481,0.363636,0.285714,0.444444,0.095238,0.8,594,2332,6,0.203008,0.99,0.336926
10,sigminer,sigminer,SP.Syn.Eso-AdenoCA,300,0.97249,0.030291,0.982576,0.961962,0.99228,0.758521,0.999762,0.527921,0.157092,0.5,0.4125,0.625,0.214286,1,0.872655,0.137339,0.857143,0.8,1,0.333333,1,0.642491,0.12871,0.625,0.55303,0.736842,0.333333,1,1463,1507,222,0.492593,0.868249,0.628571
10,sigminer,sigminer,SP.Syn.Kidney-RCC,300,0.987813,0.016553,0.992971,0.985466,0.996068,0.840313,0.999711,0.331918,0.115381,0.320513,0.25,0.4,0.142857,0.75,0.866056,0.169471,1,0.666667,1,0.333333,1,0.469744,0.123824,0.461538,0.375,0.545455,0.222222,0.857143,839,1867,134,0.310052,0.862282,0.456102
10,sigminer,sigminer,SP.Syn.Lung-SCC,300,0.981333,0.022499,0.987452,0.977418,0.994034,0.733364,0.999132,0.373021,0.104409,0.363636,0.3,0.444444,0.166667,0.8,0.854167,0.124723,0.8,0.8,1,0.4,1,0.51091,0.104085,0.5,0.444444,0.571429,0.266667,0.888889,1117,2024,200,0.355619,0.84814,0.501122
10,sigminer,sigminer,SP.Syn.Ovary-AdenoCA,300,0.978052,0.040366,0.987125,0.97603,0.993711,0.473742,0.999506,0.447487,0.144572,0.422619,0.333333,0.5,0.133333,1,0.905206,0.135662,1,0.8,1,0.5,1,0.584161,0.127359,0.571429,0.5,0.666667,0.222222,1,1198,1652,128,0.420351,0.903469,0.573755
10,sigminer,sigminer,SP.Syn.Stomach-AdenoCA,300,0.977184,0.039719,0.988756,0.975707,0.995211,0.607656,0.999853,0.481185,0.18122,0.454545,0.363636,0.571429,0.125,1,0.72677,0.205943,0.75,0.6,0.857143,0.125,1,0.554997,0.156299,0.571429,0.444444,0.666667,0.142857,0.909091,1195,1497,477,0.443908,0.714713,0.547663
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Bladder-TCC,300,0.990752,0.023604,0.999327,0.996921,0.999796,0.8494,0.999997,0.997,0.026011,1,1,1,0.75,1,0.921444,0.138619,1,0.8,1,0.333333,1,0.951555,0.089275,1,0.888889,1,0.5,1,1160,4,109,0.996564,0.914106,0.953555
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Bone-Osteosarc,300,0.984031,0.042231,0.998434,0.993155,0.999491,0.652028,0.999993,0.992611,0.040802,1,1,1,0.666667,1,0.833389,0.171363,0.833333,0.75,1,0.333333,1,0.895756,0.112428,0.888889,0.857143,1,0.5,1,1141,10,260,0.991312,0.814418,0.894201
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Breast-AdenoCA,300,0.994002,0.018046,0.998954,0.996304,0.999656,0.812028,0.999996,0.996833,0.027401,1,1,1,0.75,1,0.861857,0.164675,1,0.75,1,0.333333,1,0.915252,0.105913,1,0.857143,1,0.5,1,1218,4,212,0.996727,0.851748,0.918552
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Cervix-AdenoCA,300,0.999547,0.000852,0.999823,0.999515,0.999956,0.991787,1,0.998889,0.019245,1,1,1,0.666667,1,1,0,1,1,1,1,1,0.999333,0.011547,1,1,1,0.8,1,600,1,0,0.998336,1,0.999167
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Eso-AdenoCA,300,0.978074,0.040006,0.99669,0.975863,0.999143,0.773804,0.99998,0.996333,0.028389,1,1,1,0.75,1,0.813524,0.172788,0.833333,0.666667,1,0.25,1,0.885169,0.116392,0.909091,0.8,1,0.4,1,1346,5,339,0.996299,0.798813,0.886693
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Kidney-RCC,300,0.998107,0.006154,0.999595,0.998633,0.9999,0.922777,1,0.993611,0.045012,1,1,1,0.666667,1,0.948722,0.124436,1,1,1,0.25,1,0.964825,0.082903,1,1,1,0.4,1,913,6,60,0.993471,0.938335,0.965116
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Lung-SCC,300,0.998279,0.00667,0.999614,0.999098,0.999858,0.930299,0.999996,1,0,1,1,1,1,1,0.821389,0.174058,0.8,0.75,1,0.4,1,0.89093,0.116416,0.888889,0.857143,1,0.571429,1,1074,0,243,1,0.81549,0.898369
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Ovary-AdenoCA,300,0.985978,0.037872,0.998689,0.99527,0.999699,0.70764,0.999994,0.998333,0.020378,1,1,1,0.75,1,0.881222,0.158843,1,0.75,1,0.428571,1,0.927681,0.099971,1,0.857143,1,0.6,1,1144,2,182,0.998255,0.862745,0.925566
10,sigprofilerassignment,SigProfilerAssignment,SP.Syn.Stomach-AdenoCA,300,0.989289,0.023646,0.997303,0.991571,0.999241,0.790919,1,0.996167,0.036027,1,1,1,0.5,1,0.65953,0.209597,0.666667,0.5,0.8,0.142857,1,0.773809,0.16143,0.8,0.666667,0.888889,0.25,1,1067,4,605,0.996265,0.638158,0.77798
10,musical,MuSiCal,SP.Syn.Bladder-TCC,300,0.993022,0.025302,0.999336,0.997871,0.99979,0.771385,0.999997,0.943514,0.175577,1,1,1,0.2,1,0.944056,0.116275,1,1,1,0.5,1,0.936533,0.150762,1,1,1,0.285714,1,1195,143,74,0.893124,0.941686,0.916763
10,musical,MuSiCal,SP.Syn.Bone-Osteosarc,300,0.995741,0.008203,0.998409,0.995593,0.99952,0.928549,0.999997,0.964931,0.118372,1,1,1,0.222222,1,0.857405,0.149219,0.833333,0.75,1,0.333333,1,0.898783,0.121645,0.909091,0.857143,1,0.333333,1,1195,56,206,0.955236,0.852962,0.901207
10,musical,MuSiCal,SP.Syn.Breast-AdenoCA,300,0.995102,0.02719,0.999247,0.99821,0.999734,0.62793,0.999996,0.962616,0.1276,1,1,1,0.181818,1,0.931373,0.118838,1,0.833333,1,0.5,1,0.941048,0.118116,1,0.909091,1,0.285714,1,1326,83,104,0.941093,0.927273,0.934132
10,musical,MuSiCal,SP.Syn.Cervix-AdenoCA,300,0.996099,0.042445,0.999822,0.999484,0.999956,0.459612,1,0.988497,0.083964,1,1,1,0.090909,1,0.996667,0.040757,1,1,1,0.5,1,0.991179,0.071595,1,1,1,0.153846,1,598,22,2,0.964516,0.996667,0.980328
10,musical,MuSiCal,SP.Syn.Eso-AdenoCA,300,0.995843,0.008229,0.998401,0.996098,0.999447,0.911363,0.999993,0.97265,0.099567,1,1,1,0.25,1,0.908394,0.126667,1,0.833333,1,0.333333,1,0.933714,0.103607,1,0.909091,1,0.352941,1,1520,61,165,0.961417,0.902077,0.930802
10,musical,MuSiCal,SP.Syn.Kidney-RCC,300,0.998058,0.003644,0.99933,0.997998,0.999842,0.96153,1,0.966278,0.107222,1,1,1,0.333333,1,0.898722,0.15439,1,0.75,1,0.333333,1,0.924738,0.120103,1,0.857143,1,0.333333,1,870,37,103,0.959206,0.894142,0.925532
10,musical,MuSiCal,SP.Syn.Lung-SCC,300,0.999324,0.001148,0.999661,0.999239,0.999881,0.989553,0.999996,0.986389,0.054651,1,1,1,0.666667,1,0.872944,0.122438,0.8,0.8,1,0.5,1,0.92133,0.078452,0.888889,0.888889,1,0.666667,1,1142,18,175,0.984483,0.867122,0.922083
10,musical,MuSiCal,SP.Syn.Ovary-AdenoCA,300,0.996808,0.005709,0.998872,0.996418,0.999674,0.949437,0.999984,0.977881,0.087719,1,1,1,0.4,1,0.925929,0.122692,1,0.833333,1,0.5,1,0.946909,0.095808,1,0.888889,1,0.5,1,1221,31,105,0.97524,0.920814,0.947246
10,musical,MuSiCal,SP.Syn.Stomach-AdenoCA,300,0.995702,0.011124,0.998741,0.996352,0.99955,0.881548,1,0.943237,0.132626,1,1,1,0.25,1,0.761372,0.197975,0.8,0.6,1,0.142857,1,0.826104,0.159775,0.857143,0.75,0.95,0.25,1,1247,98,425,0.927138,0.745813,0.826649
